﻿Consumeable_SlgPersonal,Consumables,ของใช้
ItemInfo_dlc曹全碑,"The martial arts of writing realized from ""Cao Quan Steele"".","วรยุทธพู่กันที่คิดค้นขึ้นโดยใช้หลักการเขียนตัวอักษรจาก ""จารึกเฉาฉวน"""
ItemInfo_dlc逍遥游,"Raise a glass to watch the beauty laugh, a carefree life in the flower bush.",ยกจอกขึ้นดื่ม ชื่นชมสาวงามขบขัน ชีวิตไร้กังวล ล่องลอยท่ามกลางบุปผา
ItemInfo_dlc风卷残云式,"The impatient attack, the life-threatening lock heart. It has the effect of wind sweeping the clouds.",เร่งรัดจู่โจมหัวใจ อันตรายถึงชีวิต  ทำให้ศัตรูรู้สึกเหมือนถูกพายุพัดเมฆออกไป
ItemInfo_dlc汉宫秋月,"The lute score of ""Autumn Palace Moon"", the tone is hazy, drunk and fallen.","บทเพลงผีผา ""พระราชวังฮั่นในคืนพระจันทร์สารท"" มีเสียงดนตรีที่ไพเราะลึกลับน่าค้นหา ทำให้ผู้ฟังรู้สึกเหมือนเมาเคลิ้มหลงใหล"
ItemInfo_dlc鹧鸪天,"Starting from the plum and ending with the plum, the song ends with the death of the person, only the flower knows.",เริ่มจากดอกเหมยและลงท้ายด้วยดอกเหมย บทเพลงจบด้วยความตายของคนผู้หนึ่ง มีเพียงบุบผาเท่านั้นที่รู้
ItemInfo_dlc蝶舞天涯,It seems that there are millions of colorful butterflies fluttering in the song.,ดูเหมือนมีผีเสื้อหลากสีนับล้านตัวพลิ้วไหวอยู่ในบทเพลง
ItemInfo_dlc梅花三弄,"Can disturb the mind, become mad, lose self.",สามารถทำให้จิตใจสับสนวุ่นวาย กลายเป็นคนบ้าคลั่ง สูญเสียตัวตน
ItemInfo_dlc高山流水,"The lost divine song in the martial arts world, said to have close relations with Bo Ya and Zi Qi.",บทเพลงศักดิ์สิทธิ์ที่สูญหายไปในยุทธภพ ว่ากันว่ามีความสัมพันธ์ใกล้ชิดกับ โบยาและ จือฉี
ItemInfo_dlc般若掌,"One of the unique skills of Buddhist palm techniques, when practicing, you need to have a peaceful mind to exert its miraculous power against the enemy, Exorcist's determination.",หนึ่งในวิชาฝ่ามือชั้นสูงของพุทธศาสนา เมื่อฝึกฝนต้องมีจิตใจสงบเยือกเย็น จึงจะสามารถใช้พลังได้อย่างเต็มที่ ปราบศัตรูและปราบมารได้
ItemInfo_dlc断魂爪,"An extremely fierce claw technique, making it hard to defend against.",วิชากรงเล็บที่มีความรุนแรงและทรงพลัง จนทำให้ศัตรูยากที่จะป้องกันตัวได้
ItemInfo_dlc破空拳,"It has the momentum to break the sky with one punch, and the name is also very domineering.",หมัดที่มีพลังและแรงขนาดที่สามารถทำลายท้องฟ้าได้ พลังอันมหาศาลที่ชัดเจนจากชื่อของมัน
ItemInfo_dlc通天手,"It is said to be a long-lost martial art, once mastered, one can break the sky with one palm and part the clouds to see the sun.",กล่าวกันว่าเป็นวิชายุทธที่หายสาบสูญไปนาน เมื่อเชี่ยวชาญแล้ว ด้วยฝ่ามือเดียวก็สามารถทำลายท้องฟ้า แยกเมฆออกชมตะวันได้
ItemInfo_dlc大力金刚掌,"A Buddhist palm technique, its power is so great that it can break a person's muscles and bones with one palm.",วิทยายุทธฝ่ามือของชาวพุทธที่ทรงพลัง สามารถทำลายกระดูกและกล้ามเนื้อของผู้คนด้วยเพียงฝ่ามือเดียว
ItemInfo_dlc伤情别离掌,It is said to be a boxing technique realized by a highly skilled predecessor when he was disheartened.,ว่ากันว่าเป็นเคล็ดวิชาหมัดมวย ที่ผู้มีฝีมือสูงส่งคิดค้นขึ้น ขณะที่เขาเคว้งคว้างและสิ้นหวัง
ItemInfo_dlc醉仙拳,"A boxing technique that has higher power after getting Drunk, the whole Manual exudes a strong smell of alcohol.",วรยุทธ์มวยชนิดหนึ่งที่เมื่อเมาแล้วจะยิ่งมีพลังมากขึ้น โดยทั้งตำรานั้นเต็มไปด้วยกลิ่นสุรารุนแรง
ItemInfo_dlc太极拳,"A Taoist boxing technique, integrating the Tao of Yin and Yang and Tai Chi, a slow but fast boxing technique.",วรยุทธ์หมัดมวยแบบเต๋า ผสมผสานเต๋าหยินหยางและไทเก๊ก ซึ่งเป็นเทคนิคการชกมวยที่ช้าแต่เร็ว
ItemInfo_dlc碧落黄泉,"This finger technique is like No Escape, good at attacking from all angles, leaving the opponent with no counterattack.",วิทยายุทธการใช้นิ้วเสมือนใช้แหฟ้าตาข่ายดิน โจมตีจากทุกทิศทาง ทำให้ผู้คนไม่มีทางป้องกัน หรือโต้กลับ
ItemInfo_dlc怒流刀法,"This knife technique is ruthless, the moves are linked together, leaving the enemy with no breath.",วิชาดาบที่เย็นชาไร้ปรานี กระบวนท่าโจมตีต่อเนื่องกันอย่างแนบเนียน ทำให้ศัตรูไร้โอกาสแม้แต่จะหายใจ
ItemInfo_dlc霹雳刀法,"A fast and decisive knife technique, without any hesitation.",กระบวนท่าดาบที่รวดเร็วและเฉียบขาด ปราศจากความลังเลหรือยืดเยื้อ
ItemInfo_dlc破军刀法,A manual that records the Ruinous Star Blade technique.,ตำราที่บันทึกเคล็ดวิชาดาบทลายทัพ
ItemInfo_dlc盘空刀法,"This knife technique is good at attacking the upper body, if you are not careful, you will die on the spot.",วิชาดาบที่เชี่ยวชาญในการโจมตีร่างกายส่วนบน หากเผลอเพียงนิดเดียว จะต้องจบชีวิตทันที
ItemInfo_dlc七旋斩,"A sophisticated knife technique, this move is like having seven knives spinning at the same time.",วรยุทธ์ดาบอันซับซ้อน กระบวนท่าเหมือนกับการหมุนดาบเจ็ดเล่มพร้อมกัน
ItemInfo_dlc碧磷刀法,"Practicing this knife technique allows the blade to be poisoned, touching it can make people lose all senses in an instant.",การฝึกวิชาดาบจะต้องให้ใบดาบเคลือบพิษ สัมผัสเมื่อใดจะทำให้ผู้ถูกฟันสูญเสียประสาทสัมผัสทั้งห้าในทันที
ItemInfo_dlc太极剑法,"The highest sword technique Manual of Taoism, gathering the energy of yin and yang, exhausting the wonders of the world.",สุดยอดวิทยายุทธแห่งศาสตร์กระบี่ของลัทธิเต๋า รวบรวมพลังหยินและหยาง ใช้ความมหัศจรรย์ของการแปรเปลี่ยนฟ้าดินจนถึงที่สุด
ItemInfo_dlc素女剑法,"It is said to be created by a female swordsman, suitable for female knights to learn.",กล่าวกันว่าถูกคิดค้นขึ้นโดยบรรพจารย์มือกระบี่หญิง เหมาะสำหรับให้จอมยุทธ์หญิงฝึกฝน
ItemInfo_dlc贪狼剑法,As fierce as its name.,รุนแรงดุจดั่งชื่อของมันเอง
ItemInfo_dlc求败九式,"A sword technique said to be used by an undefeated swordsman, the name is really domineering...",ว่ากันว่าเป็นกระบวนท่ากระบี่ที่ถูกใช้โดยมือกระบี่ผู้ไร้พ่าย ชื่อกระบวนท่านี้ช่างเปี่ยมด้วยความสง่างามและทรงพลังเสียจริง...
ItemInfo_dlc岁寒三友,"It emphasizes courtesy before soldiers, attacking the opponent's vital points when they are unprepared, and there is no defeat within three moves.",เน้นมารยาทก่อนใช้กำลัง ใช้โอกาสที่ศัตรูไม่ทันระวังโจมตีจุดตาย ไร้พ่ายในสามกระบวนท่า
ItemInfo_dlc凌尘剑法,"An extremely sharp sword technique, one sword breaks the dust.",วิชากระบี่ที่มีความคมกริบ กระบี่เดียวสามารถสลายฝุ่นได้
ItemInfo_dlc苍穹剑法,"When the sword technique is fully accomplished, it can pierce the sky with one sword.",เมื่อวิทยายุทธกระบี่นี้ถึงขั้นสูงสุด ก็สามารถทะลวงผ่านท้องฟ้าได้ด้วยกระบี่เดียว
ItemInfo_dlc无锋剑法,"A sword technique manual that requires the use of a blunt sword, but what's the difference between a blunt sword and an iron rod?",คัมภีร์กระบี่ที่ต้องใช้กระบี่ทื่อ แต่กระบี่ทื่อกับท่อนเหล็กนั้นแตกต่างกันอย่างไร?
ItemInfo_dlc广寒剑法,"A sword technique Manual that records Moon Palace Sword, this sword technique carries cold air, which can block the blood vessels and cause blood to flow backwards.",คัมภีร์กระบี่ที่บันทึกเพลงกระบี่วังจันทรา เทคนิคกระบี่นี้นำพาอากาศเย็น ซึ่งสามารถปิดกั้นหลอดเลือดและทำให้เลือดไหลย้อนกลับได้
ItemInfo_dlc太虚十八剑,"It is said to be a sword technique realized by a sage, with eighteen moves, each move has an understanding of everything in the world.",เล่าขานกันมาว่าเป็นกระบวนท่ากระบี่ที่บรรลุโดยนักปราชญ์ยุคหนึ่ง มีทั้งหมดสิบแปดกระบวนท่า แต่ละท่ามีความเข้าใจเกี่ยวกับสิ่งต่างๆ ในโลกนี้
ItemInfo_dlc星月剑法,"An extremely fast sword technique, like a myriad of stars when used.",วิชากระบี่ที่รวดเร็วอย่างยิ่ง เมื่อใช้ออก ราวกับดวงดาวนับไม่ถ้วนบนท้องฟ้า
ItemInfo_dlc忘忧剑法,"Its meaning is straightforward, forget worries, meaning to cut off troubles, hope not to cut off happy things.",ความหมายของมันตรงไปตรงมา คือการลืมเรื่องที่ทำให้ทุกข์ใจ หมายความว่าต้องการตัดเรื่องที่ทำให้กังวลใจออกไป แต่ก็หวังว่าจะไม่ตัดเรื่องที่ทำให้มีความสุขออกไปด้วย
ItemInfo_dlc黄泉引路枪,"This spear technique needs to be used in conjunction with toxins, truly insidious to the extreme.",วิชาหอกนี้ต้องใช้คู่กับพิษ เป็นการโจมตีที่ค่อนข้างต่ำช้า เน้นย้ำถึงความร้ายกาจของผู้ใช้อย่างแท้จริง
ItemInfo_dlc云林棍法,The staff technique Manual stored in the Cloud Forest Temple must have its special features.,ตำราวิชาพลองที่เก็บรักษาไว้ที่วัดป่าเมฆา ย่อมต้องมีเอกลักษณ์ที่โดดเด่นเป็นพิเศษ
ItemInfo_dlc混元棍法,This is a set of staff techniques that gather the energy of the mixed yuan on the staff for both offense and defense.,ตำราวิทยายุทธพลองที่รวมพลังแห่งเอกภาพไว้ที่ไม้พลอง นับเป็นวิชาพลองที่มีทั้งการโจมตีและป้องกันอย่างครบถ้วน
ItemInfo_dlc叶家枪法,"A Martial Arts Manual detailing the unique spear technique of the Ye family, which can only show its power on the battlefield, capable of resisting thousands of troops and horses.",บันทึกตำราวิทยายุทธ ที่บันทึกวิชาหอกอันเป็นเอกลักษณ์ของตระกูลเย่ ที่สามารถแสดงอานุภาพจริงๆ ได้ในสนามรบ สามารถต้านทานกองทหารและม้านับพันได้
ItemInfo_dlc七杀枪法,A Martial Arts Manual detailing the Power Star Spear technique. This spear technique indeed only has seven moves.,ตำราวิทยายุทธหอกที่บันทึก วิชาหอกเจ็ดพิฆาต วิชาหอกนี้มีเพียงเจ็ดกระบวนท่าเท่านั้น
ItemInfo_dlc疯魔棍法,"The crazier the learner's state of mind, the stronger the power of the staff technique. However, it should not drive you crazy when you practice it.",ยิ่งจิตใจผู้ฝึกฝนบ้าคลั่งเท่าไหร่ พลังของกระบองก็ยิ่งแข็งแกร่งขึ้นเท่านั้น แต่การฝึกฝนน่าจะไม่ทำให้บ้าไปเลยใช่ไหม?
ItemInfo_dlc金刚降魔杵,"This is a high-level Buddhist staff technique Manual, which is the technique used by the Western Heaven Protector.",ตำราวิทยายุทธพลองพุทธขึ้นสูง ซึ่งเป็นวิชาที่ใช้โดยผู้พิทักษ์สวรรค์ตะวันตก
ItemInfo_dlc紧那罗王棍,This is a Martial Arts Manual that records the high-level Buddhist staff technique - Kinnara Staff. It has a unique style and is said to be used by Buddhist gods.,บันทึกตำราวรยุทธ์ไม้เท้าศักดิ์สิทธิ์ของพุทธศาสนา - พลองราชากินนร มีลักษณะเฉพาะตัว ว่ากันว่าถูกใช้โดยเทพเจ้าในศาสนาพุทธ
ItemInfo_dlc盛世春秋,"The painstaking work of the sages, for the creation of a prosperous age, forge ahead.",ผลงานที่บรรพชนทุ่มเททั้งแรงกายและใจเพื่อสร้างยุคทอง โดยไม่หวั่นไหวหรือท้อถอย
ItemInfo_dlc太极玄,"As the saying goes, the Origin opens to reveal Yin and Yang, Yin and Yang evolve to form Tai Chi. This move emphasizes both hardness and softness, suitable for both movement and stillness. It can be used to delay time with any martial arts.",ตามคำกล่าวที่ว่า เมื่อฟ้ากำเนิดปรากฏหยินและหยาง หยินและหยางแปรเปลี่ยนเป็นไทเก๊ก การเคลื่อนไหวที่ผสมผสานความแข็งและความอ่อนนุ่ม ทั้งการเคลื่อนไหวและการสงบนิ่ง ด้วยวิธีนี้สามารถต่อสู้กับวิชาใดๆ ก็ได้ และใช้เพื่อยืดเวลา
ItemInfo_dlc横练金身,"The legendary Diamond Shield, Iron Cloth Shirt. Once mastered, it grants immunity to all poisons and leaves the body unharmed.",เสื้อฮู้ดวัชระและเสื้อเชิ้ตผ้าเหล็กในตำนาน หลังจากเชี่ยวชาญแล้ว มันจะคงกระพันต่อพิษทุกชนิด และร่างกายจะไม่ได้รับความเสียหาย
ItemInfo_dlc洛神步,"Like a light cloud covering the moon, like a flowing wind returning snow. This footwork is as Elegant as a dragonfly skimming the water, making it difficult for others to catch up.",ดุจดังเมฆาเบาบางบดบังดวงจันทร์ ล่องลอยดุจลมที่พัดผ่านหิมะ การก้าวย่างนี้เบาเหมือนแมลงปอแตะน้ำ ทำให้ผู้คนยากที่จะตามทัน
ItemInfo_dlc五毒秘法,"Records the secret method of refining Gu with five poisons, its effect is extremely poisonous and ruthless.",บันทึกขั้นตอนวิธีลับในการกลั่นพิษพิษทั้งห้า และผลกระทบของมันช่างเลวร้ายและน่ากลัวอย่างยิ่ง
ItemInfo_dlc纯阳功,"Internal training of the Five Elements Treasure, external training of muscles, bones and skin, and the Meridian in the middle, the Pure Yang Immortal Pine.",ฝึกฝนพลังภายในทั้ง 5 ธาตุ ฝึกฝนกล้ามเนื้อ กระดูก ผิวหนังภายนอกให้แข็งแกร่ง เชื่อมเส้นเอ็นและเส้นลมปราณอย่างสมบูรณ์ ร่างกายบริสุทธิ์ด้วยพลังหยางอมตะ เหมือนกับต้นสนที่เขียวชอุ่มตลอดกาล
ItemInfo_dlc四圣心源,"Advanced Medical, effective methods for all kinds of difficult and complicated diseases.",วิชาการแพทย์ที่ลึกซึ้ง สามารถรักษาโรคและอาการเจ็บป่วยทุกชนิด ได้อย่างมีประสิทธิภาพ
ItemInfo_dlc凌云步,"Comprehend the Lingyun characteristic, making your steps more elusive when facing the enemy.",หลังจากเข้าใจแก่นแท้ของคุณสมบัติหลิงหยุนแล้ว ย่างก้าวของเจ้าก็กลายเป็นสิ่งที่ลึกลับและคาดเดาไม่ได้มากขึ้นเมื่อเผชิญหน้ากับศัตรู
ItemInfo_dlc玄阴诀,"The most Yin and evil method, can transform your own MP into a Weapon and inject it into the enemy's body, killing invisibly.",เคล็ดวิชาหยินลึกลับและชั่วร้าย สามารถเปลี่ยนพลังภายในให้เป็นอาวุธ ปล่อยเข้าไปในร่างของศัตรู สังหารผู้คนอย่างไร้ล่องลอย
ItemInfo_dlc藏剑秘卷,"The trick to using a sword. When mastered to the extreme, even a sheathed sword can injure people with its sword energy.",เคล็ดลับการใช้กระบี่ เมื่อเชี่ยวชาญถึงขีดสุด แม้แต่กระบี่ในฝักก็สามารถทำร้ายผู้คนด้วยพลังกระบี่ของมันได้
ItemInfo_dlc寻龙术,"A peculiar book, it records how to find the tombs of ancient people based on the layout of the terrain and Feng Shui.",หนังสือแปลกประหลาด ที่บันทึกวิธีการค้นหาสุสานโบราณ โดยอิงตามหลักภูมิศาสตร์และการจัดวางฮวงจุ้ย
ItemInfo_dlc武穆秘典,"A military strategy book written by Ye Pengju, containing profound mental secrets.",หนังสือกลยุทธ์ทางทหารที่เขียนโดย เย่เผิงจู ซึ่งบรรจุเคล็ดวิชาและความลับที่ลึกซึ้ง
ItemInfo_dlc莽苍诀,"The Big Dipper hangs in the wild, the Bright River floats in the clear sky.",ดาวเหนือลอยลงปกคลุมทุ่งหญ้ากว้าง แม่น้ำใสส่องแสงระยิบระยับลอยขึ้นกลางฟ้ากระจ่าง
ItemInfo_dlc圣火燎原,A spark can start a prairie fire.,ประกายไฟเพียงจุดเดียว ก็สามารถทำให้เกิดไฟลุกไหม้ในทุ่งหญ้าได้
ItemInfo_dlc罗刹毒经,"Detailed records of the effects and production methods of various Toxics, the enemy struggles in the pain of being Poisoned.",ขั้นตอนผลกระทบและวิธีการเตรียมพิษต่างๆได้รับการบันทึกอย่างละเอียด ศัตรูต้องดิ้นรนกับความเจ็บปวดจากพิษ
ItemInfo_dlc火蟾诀,The internal power mantra imprinted in the Flame Toad Cave.,เคล็ดวิชาความแข็งแกร่งภายในที่จารึกอยู่ในถ้ำคางคกอัคคี
ItemInfo_dlc兽吼功,A method of releasing MP during a roar to shock and injure the heart meridians of surrounding enemies.,วิชาที่ปล่อยพลังลมปราณออกมาขณะคำราม ทำให้เส้นลมปราณหัวใจของศัตรู ที่อยู่รอบๆ เสียหาย
ItemInfo_dlc海纳百川,"A collection of breathing adjustment methods from a hundred families, after Advance, you can absorb all kinds of Qi for your own use.",วิชาที่เกิดจากการรวบรวมเคล็ดกำลังภายใน จากหลายสำนัก เมื่อฝึกสำเร็จ สามารถดูดซับพลังจากทุกทิศทาง เพื่อใช้เป็นพลังของตัวเอง
ItemInfo_dlc五禽戏,"A technique created by imitating the postures of tigers, deer, bears, monkeys, and birds, which has the effect of strengthening the body.",เทคนิคที่สร้างขึ้นโดยการเลียนแบบอิริยาบถของเสือ กวาง หมี ลิง และนก ซึ่งมีผลทำให้ร่างกายแข็งแรง
ItemInfo_dlc天星诀,"Channeling MP into Throwing, aided by inch energy to throw out, even sand and stones can penetrate iron armor.",การส่ง MP ไปสู่อาวุธลับ โดยเสริมพลังภายในระดับหนึ่งในการขว้างออกไป แม้แต่ทรายและหินก็สามารถเจาะทะลุเกราะเหล็กได้
ItemInfo_dlc刺秦要诀,"The legendary Dagger Manual, it is said that it is the skill learned by Jing Ke.",คัมภีร์มีดกริชในตำนาน กล่าวกันว่าเป็นวิชาที่จิงเคอร่ำเรียน เพื่อใช้ลอบสังหารอ๋องฉิน หรือจิ๋นซีฮ่องเต้
ItemInfo_dlc江山多娇,Every stroke and ink is full of love for this beautiful landscape.,ทุกฝีแปรงและจุดหมึก ล้วนแต่เป็นการแสดงออกถึงความรักที่มีต่อภาพสวยงามของแผ่นดินนี้
ItemInfo_dlc扇舞春秋,"It perfectly combines dance and martial arts, and every move has the changes of spring, summer, autumn and winter.",เป็นการผสมผสานการร่ายรำและวิทยายุทธได้อย่างลงตัว และทุกการเคลื่อนไหวล้วนมีการเปลี่ยนแปลงของ ฤดูใบไม้ผลิ ฤดูร้อน ฤดูใบไม้ร่วง และฤดูหนาว
ItemInfo_dlc天外流星,Sophisticated Martial Arts that the ancients understood from the situation of a meteor falling.,วิชายุทธอันลึกล้ำที่บรรพชนเข้าใจจากการสังเกตปรากฏการณ์ดาวตก
ItemInfo_dlc蝶恋花,"Alone on the high building, looking at the end of the world.",อยู่เดียวดายบนตึกสูง เฝ้ามองทางไกลสุดขอบฟ้า
ItemInfo_dlc十面埋伏,"The tune is full of the sound of war, killing intent everywhere.",ทำนองเพลงเต็มไปด้วยเสียงของอาวุธ และสงคราม ทุกที่ล้วนเต็มไปด้วยเจตนาฆ่าฟัน
ItemInfo_dlc广陵散,"It is said that Ji Kang was good at playing this tune, but he kept it secret. The real thing has long been lost.",ว่ากันว่าจีคังเล่นเพลงนี้เก่ง แต่เขาเก็บมันเป็นความลับ ของจริงหายสาบสูญไปนาน
ItemInfo_dlc傲江湖,"Laugh at the sea, waves rise and fall, who can look down upon all heroes, only heaven knows.",หัวเราะเยาะทะเลกว้าง คลื่นลอยขึ้นลอยลง ใครจะสามารถยืนหยัดเหนือผู้อื่นได้เพียงฟ้าดินเท่านั้นที่รู้
ItemInfo_dlc万蛊谣,"A special music that can stimulate the outbreak of poisonous insects. During the performance, thousands of insects surge, corroding the heart and bones.",บทเพลงวิเศษ สามารถกระตุ้นให้พิษของแมลงพิษทำงานได้ ในระหว่างการเป่าเพลง แมลงพิษนับพันจะเคลื่อนไหว กัดกินหัวใจและกระดูก
ItemInfo_dlc灭天掌,"An extremely domineering palm technique, it is said that the sun, moon, stars, and constellations all avoid it, but it's a bit exaggerated.",เป็นวิชาการใช้ฝ่ามือที่ร้ายกาจอย่างยิ่ง ว่ากันว่าดวงอาทิตย์ ดวงจันทร์ ดวงดาว และกลุ่มดาวต่างๆ ต่างก็หลีกเลี่ยงมัน แต่ก็กล่าวเกินจริงไปเล็กน้อย
ItemInfo_dlc如来神掌,"I guess you've heard of a palm technique that fell from the sky, right?",ข้าเดาว่าเจ้าคงเคยได้ยินวิชาฝ่ามือที่ตกลงมาจากฟากฟ้าใช่ไหม?
ItemInfo_dlc撼天指法,"An extremely domineering finger technique, its Power is said to be able to shake the heavens and the earth.",วิชาดรรชนีที่ทรงพลังอย่างมาก กล่าวกันว่าพลังของมันสามารถเขย่าฟ้าและดินได้
ItemInfo_dlc烈阳拳,"A strange boxing technique with only one move, a heat wave hits your face when you use it.",วิทยายุทธหมัดสุดแปลกที่มีเพียงกระบวนท่าเดียว เมื่อใช้ จะมีคลื่นความร้อนพุ่งเข้าใส่หน้า
ItemInfo_dlc贯云指,"Gather years of cultivated MP at the fingertips, one strike can penetrate the sky.",วบรวมลมปราณที่ฝึกฝนมาหลายปีไว้ที่ปลายนิ้ว การโจมตีเพียงครั้งเดียวก็สามารถทะลุทะลวงท้องฟ้าได้
ItemInfo_dlc紫薇惊龙掌,"A palm technique that gathers Dragon King Aura, with a faint dragon roar.",วิชาฝ่ามือที่ใช้ลมปราณราชันมังกรที่รวมรวมมา ออกกระบวนท่าฝ่ามือที่มีเสียงคล้ายเสียงคำรามของมังกร
ItemInfo_dlc吞鲸刀法,It is said to be a sword technique that can split even a whale in two.,กล่าวกันว่าเป็นวิทยายุทธดาบที่สามารถฟันปลาวาฬยักษ์ออกเป็นสองส่วนได้
ItemInfo_dlc斩天刀法,"The unique knife technique of the Cold Skin GangMaster, with an unparalleled and domineering style, almost possessing the power to split the sky.",วิชาดาบเฉพาะตัวของหัวหน้าพรรคมังสาเหมันต์ ด้วยกระบวนท่าดาบที่ทรงพลังไม่มีใครเทียบได้ เกือบจะมีพลังในการตัดท้องฟ้าได้เลยทีเดียว
ItemInfo_dlc天魔刀法,A Martial Arts Manual detailing the legendary sword technique - Archdemon Blade. It is said that anyone who masters this technique and falls into the demonic path will be invincible.,"ตำราวรยุทธเกี่ยวกับวรยุทธดาบในตำนาน - ดาบมารสวรรค์, ว่ากันว่าใครก็ตามที่ฝึกวิชานี้สำเร็จจนเชี่ยวชาญ และเข้าสู่วิถีมารจะอยู่ยงคงกระพัน."
ItemInfo_dlc一刀斩,"Concentrating all strength into a single strike, the outcome is decided in one move.",รวมพลังทั้งหมดไว้ในการโจมตีเพียงครั้งเดียว ผลลัพธ์จะถูกตัดสินในกระบวนท่าเดียว
ItemInfo_dlc无极剑法,"The ultimate understanding of swordsmanship, reaching the realm of understanding the laws of the world.",สุดยอดแห่งการเข้าใจวิชากระบี่นั้น คือบรรลุถึงระดับที่เข้าใจถึงกฎเกณฑ์ของโลกอย่างลึกซึ้ง
ItemInfo_dlc磐龙剑法,An ancient and profound sword manual.,เคล็ดวิชากระบี่โบราณ ที่มีความลึกลับซับซ้อน ยากแก่การเข้าใจ
ItemInfo_dlc破天剑法,"A martial arts manual that records the legendary sword technique - Sky Breaker Sword, it is said that after mastering this technique, the sword qi can split the sky.",ตำราวรยุทธที่บันทึกเคล็ดวิชากระบี่ในตำนาน - เพลงกระบี่ทลายฟ้า ว่ากันว่าหลังจากเชี่ยวชาญเทคนิคนี้แล้ว ปราณกระบี่สามารถแยกท้องฟ้าได้
ItemInfo_dlc浮华掠影剑,A sword technique that combines the strengths of all families and integrates hundreds of families.,วิชากระบี่ที่รวมความสามารถจากหลายสำนักหลายตระกูล มาผสมผสานเป็นหนึ่งเดียว
ItemInfo_dlc九黎巫叉,"It is said to be a spear technique used by the ferocious god of the Jiuli in ancient times, mysterious and critical.",กล่าวกันว่า เป็นวิชาหอกที่เทพเจ้าผู้ดุร้ายแห่งเผ่าจิ่วลี่ใช้ในสมัยโบราณ มีกระบวนท่าลึกลับและร้ายกาจอย่างมาก
ItemInfo_dlc天罡飞龙杖,This move is like a stampede of thousands of beasts.,กระบวนท่านี้เหมือนกับการเหยียบย่ำของหมื่นสัตว์ร้าย
ItemInfo_dlc沥泉枪法,It is said to be obtained by Ye Pengju by chance in his youth. This spear technique is easy to learn and every move is critical.,ว่ากันว่าเย่เผิงจูได้มาโดยบังเอิญในวัยเยาว์ วิทยายุทธหอกนี้ง่ายต่อการเรียนรู้ สามารถปรับเปลี่ยนการใช้ท่าทางได้ตามสถานการณ์ และแต่ละกระบวนท่าล้วนอันตราย
ItemInfo_dlc达摩杖法,The secret of Martial Arts from the country of ten thousand Buddhas.,เคล็ดวิชาวิทยายุทธ์ลับจากแดนพุทธะหมื่นองค์
ItemInfo_dlc儒十三经,"It summarizes the various speeches, thoughts and deeds of Confucian sages and their disciples, and is one of the most important Books in the eyes of Confucian students.",โดยสรุปสุนทรพจน์ ความคิด และการกระทำต่างๆ ของปราชญ์ขงจื๊อและลูกศิษย์ของพวกเขา และเป็นหนึ่งในหนังสือที่สำคัญที่สุดในสายตาของนักเรียนขงจื๊อ
ItemInfo_dlc无极混元功,"One begets two, two begets three, three begets all things. All things in heaven and earth are one, and you can see all things through a glimpse.",หนึ่งให้กำเนิดสอง สองให้กำเนิดสาม สามให้กำเนิดสรรพสิ่ง สรรพสิ่งในจักรวาลเป็นหนึ่งเดียวกัน เพียงแวบเดียวก็สามารถเห็นสรรพสิ่งได้
ItemInfo_dlc大日如来经,"Named after the five Buddhas, it can remove all evil spirits and delusions, and is invulnerable to all poisons.",ประทานชื่อในนามของ พระพุทธเจ้าทั้งห้า สามารถขจัดทุกความชั่วร้าย และความคิดที่หลงผิด สามารถต้านทานต่อพิษได้ทั้งปวง
ItemInfo_dlc天魔噬魂术,An extremely domineering evil skill that can turn the enemy's flesh and blood into one's own use.,วิทยายุทธครอบงำที่ชั่วร้ายอย่างยิ่งซึ่งสามารถเปลี่ยนเลือดและเนื้อของศัตรูให้เป็นประโยชน์แก่ตนเองได้
ItemInfo_dlc霓裳羽衣经,"A footwork sutra created based on ancient dance, which can step on lotus at every step and change shape and shadow.",พระสูตรรอยเท้าที่สร้างขึ้นตามการเต้นรำแบบโบราณซึ่งสามารถเหยียบดอกบัวได้ทุกย่างก้าวและเปลี่ยนรูปทรงและเงา
ItemInfo_dlc巫蛊毒功,"The witchcraft of Miaojiang, those who are bewitched will lose their minds and become like walking corpses obeying the bewitcher.",วิชาไสยศาสตร์ของชาวม้งแห่งเมี่ยวเจียง ผู้ที่โดนคุณไสยจะถูกควบคุมจิตใจ กลายเป็นเหมือนหุ่นเชิด ที่ทำตามคำสั่งของผู้ใช้
ItemInfo_dlc惊涛骇浪诀,Records how to Attack the enemy as fiercely as a wave.,บันทึกวิธีโจมตีศัตรูอันดุเดือด ดุจคลื่นทะเลโหมกระหน่ำ
ItemInfo_dlc兽王诀,"It records the most profound beast taming skills of Beast Manor, which can maximize the potential of pets.",บันทึกทักษะการควบคุมสัตว์ร้ายที่ลึกซึ้งที่สุดในหมู่ตึกหมื่นอสูร ซึ่งสามารถเพิ่มศักยภาพของสัตว์เลี้ยงได้ถึงขีดสุด
ItemInfo_dlc天女散花,"Transform MP into gas, use petals as needles, and carry out a wide range of range Attacks, belonging to the ""No Escape"" technique in Throwing.","เปลี่ยน MP เป็นลมปราณ ใช้กลีบดอกไม้เป็นเข็ม และทำการโจมตีระยะไกลวงกว้างได้หลากหลาย ซึ่งเป็นของเทคนิค ""แหฟ้าตาข่ายดิน"" ของอาวุธลับ"
